,UID,Product,BioGro #,Licensee,Scope,Type,Variety,Certificate Valid Until,Available,Store #
272,272,Brassicas,242,Wai Shing Ltd,Primary,Cropping,,31/08/2023,False,
273,273,"Seedlings sold under “Deb’s Organic Plants""",246,Hurst Growers,Primary,Product,,31/10/2023,False,
274,274,Raspberries,246,Hurst Growers,Primary,Cropping,,31/10/2023,False,
275,275,Blueberries,246,Hurst Growers,Primary,Cropping,,31/10/2023,False,
276,276,Boysenberries,246,Hurst Growers,Primary,Cropping,,31/10/2023,False,
277,277,Plums,246,Hurst Growers,Primary,Orchard,,31/10/2023,False,
278,278,Apricots,246,Hurst Growers,Primary,Orchard,,31/10/2023,False,
279,279,Fresh Vegetables,246,Hurst Growers,Primary,Cropping,,31/10/2023,False,
280,280,Fresh Herbs,246,Hurst Growers,Primary,Cropping,,31/10/2023,False,
281,281,Chicken Eggs,246,Hurst Growers,Primary,Livestock,,31/10/2023,False,
282,282,Heinz Organic Tomato Ketchup,273,Heinz Wattie's Ltd,Non-Primary,Processing,,31/05/2023,False,
283,283,"Hops (Wakatu, Pacific Gem, Motueka, Nectaron, Moutere)",319,Hop Haven Ltd TA New Hoplands,Primary,Cropping,,29/02/2024,False,
284,284,Pasture,319,Hop Haven Ltd TA New Hoplands,Primary,Pasture,,29/02/2024,False,
285,285,Harraways Organic: Rolled Oats,338,Harraway and Sons Ltd,Non-Primary,Processing,,30/11/2023,False,
286,286,Harraways Organic: Jumbo Rolled Oats,338,Harraway and Sons Ltd,Non-Primary,Processing,,30/11/2023,False,
287,287,Harraways Organic: Wholegrain Oats,338,Harraway and Sons Ltd,Non-Primary,Processing,,30/11/2023,False,
288,288,"Processing of Certified Organic Oats (Toasting, Cooking and Packing)",338,Harraway and Sons Ltd,Non-Primary,Processing,,30/11/2023,False,
289,289,Toll Processing of Certified Organic Oats (Dehulling of Oats),338,Harraway and Sons Ltd,Non-Primary,Processing,,30/11/2023,False,
290,290,Export of Certified Organic toll processed oats,338,Harraway and Sons Ltd,Non-Primary,Exporter,,30/11/2023,False,
291,291,Harraways Organic: Stabilized Hulled Oats,338,Harraway and Sons Ltd,Non-Primary,Processing,,30/11/2023,False,
292,292,Export of Certified Organic Dehulled Oats,338,Harraway and Sons Ltd,Non-Primary,Exporter,,30/11/2023,False,
293,293,Pasture,380,Hunter Hills Organics,Primary,Pasture,,31/08/2023,False,
294,294,Hay,380,Hunter Hills Organics,Primary,Pasture,,31/08/2023,False,
295,295,Lambs,380,Hunter Hills Organics,Primary,Livestock,,31/08/2023,False,
296,296,Beef Cattle,380,Hunter Hills Organics,Primary,Livestock,,31/08/2023,False,
297,297,Sheep,380,Hunter Hills Organics,Primary,Livestock,,31/08/2023,False,
298,298,Greasy Wool,380,Hunter Hills Organics,Primary,Livestock,,31/08/2023,False,
299,299,Barley,380,Hunter Hills Organics,Primary,Cropping,,31/08/2023,False,
300,300,Kiwifruit,382,Broadlands,Primary,Orchard,G3,29/02/2024,False,
301,301,Pasture,382,Broadlands,Primary,Pasture,,29/02/2024,False,
302,302,Dark and Milk Chocolate and Macadamia Nut Bar,386,Tikorangi Trading,Non-Primary,Processing,,30/09/2023,False,
303,303,Chocolate Macadamia Nut Spread,386,Tikorangi Trading,Non-Primary,Processing,,30/09/2023,False,
304,304,Honey Macadamia Nut Spread,386,Tikorangi Trading,Non-Primary,Processing,,30/09/2023,False,
305,305,Natural and Crispy Macadamia nuts,386,Tikorangi Trading,Non-Primary,Processing,,30/09/2023,False,
306,306,Lite roasted Macadamia Nuts,386,Tikorangi Trading,Non-Primary,Processing,,30/09/2023,False,
307,307,Golden roasted Macadamia Nuts,386,Tikorangi Trading,Non-Primary,Processing,,30/09/2023,False,
308,308,Milk Chocolate and Macadamia Nut Bar,386,Tikorangi Trading,Non-Primary,Processing,,30/09/2023,False,
309,309,Dark Chocolate and Macadamia Nut Bar,386,Tikorangi Trading,Non-Primary,Processing,,30/09/2023,False,
310,310,Natural Macadamia Nut Spread,386,Tikorangi Trading,Non-Primary,Processing,,30/09/2023,False,
311,311,Roasted Macadamia Nut Spread,386,Tikorangi Trading,Non-Primary,Processing,,30/09/2023,False,
312,312,Macadamia Nuts,386,Tikorangi Trading,Primary,Orchard,,30/09/2023,False,
313,313,Greasy wool,386,Tikorangi Trading,Primary,Livestock,,30/09/2023,False,
314,314,Plums,386,Tikorangi Trading,Primary,Orchard,,30/09/2023,False,
315,315,Pasture,386,Tikorangi Trading,Primary,Pasture,,30/09/2023,False,
316,316,Sheep,386,Tikorangi Trading,Primary,Livestock,,30/09/2023,False,
317,317,Lambs,386,Tikorangi Trading,Primary,Livestock,,30/09/2023,False,
318,318,Avocados,386,Tikorangi Trading,Primary,Orchard,,30/09/2023,False,
319,319,Vegetables,386,Tikorangi Trading,Primary,Cropping,,30/09/2023,False,
320,320,"Vegetables, Herbs, Microgreens, Fruits and Flowers in retail packs and bulk",395,Peter and Julie Riley,Non-Primary,Processing,,31/10/2023,False,
321,321,Mixed Fresh Vegetables,395,Peter and Julie Riley,Primary,Cropping,,31/10/2023,False,
322,322,Vegetable Seedlings,395,Peter and Julie Riley,Primary,Product,,31/10/2023,False,
323,323,Microgreens,395,Peter and Julie Riley,Primary,Cropping,,31/10/2023,False,
324,324,Herb Seedlings,395,Peter and Julie Riley,Primary,Product,,31/10/2023,False,
325,325,Herbs,395,Peter and Julie Riley,Primary,Cropping,,31/10/2023,False,
326,326,Flowers,395,Peter and Julie Riley,Primary,Cropping,,31/10/2023,False,
327,327,Flower Seedlings,395,Peter and Julie Riley,Primary,Product,,31/10/2023,False,
328,328,Apple Cider Vinegar,412,Coral Tree Organic Products Ltd,Non-Primary,Processing,,31/07/2023,False,
329,329,Export of Apple Cider Vinegar,412,Coral Tree Organic Products Ltd,Non-Primary,Exporter,,31/07/2023,False,
330,330,Apple Cider Vinegar,412,Coral Tree Organic Products Ltd,Non-Primary,Processing,,31/07/2023,False,
331,331,Processing of Apple Cider Vinegar,412,Coral Tree Organic Products Ltd,Non-Primary,Processing,,31/07/2023,False,
332,332,Kiwifruit,418,Jeff and Shirley Roderick,Primary,Orchard,G3,31/01/2024,False,
333,333,Kiwifruit,418,Jeff and Shirley Roderick,Primary,Orchard,G3,31/01/2024,False,
334,334,Kiwifruit,418,Jeff and Shirley Roderick,Primary,Orchard,Hayward,31/01/2024,False,
335,335,Kiwifruit,418,Jeff and Shirley Roderick,Primary,Orchard,G3,31/01/2024,False,
336,336,Kiwifruit - non-producing trial variety,418,Jeff and Shirley Roderick,Primary,Orchard,Hayward,31/01/2024,False,
337,337,Avocados,418,Jeff and Shirley Roderick,Primary,Orchard,,31/01/2024,False,
338,338,Kiwifruit,418,Jeff and Shirley Roderick,Primary,Orchard,Hayward,31/01/2024,False,
339,339,Avocados,418,Jeff and Shirley Roderick,Primary,Orchard,,31/01/2024,False,
340,340,Kiwifruit,418,Jeff and Shirley Roderick,Primary,Orchard,G3,31/01/2024,False,
341,341,Kiwifruit,418,Jeff and Shirley Roderick,Primary,Orchard,Hayward,31/01/2024,False,
342,342,Pasture,418,Jeff and Shirley Roderick,Primary,Pasture,,31/01/2024,False,
343,343,Kiwifruit,418,Jeff and Shirley Roderick,Primary,Orchard,R19 Red,31/01/2024,False,
344,344,Kiwifruit,418,Jeff and Shirley Roderick,Primary,Orchard,G3,31/01/2024,False,
345,345,Kiwifruit,431,David Hayman,Primary,Orchard,Hayward,29/02/2024,False,
346,346,Citrus,431,David Hayman,Primary,Orchard,,29/02/2024,False,
347,347,Avocados - Blocks D1 & D2,431,David Hayman,Primary,Orchard,Hass,29/02/2024,False,
348,348,Pasture,431,David Hayman,Primary,Pasture,,29/02/2024,False,
349,349,Pasture,442,Vanya Allison Maw,Primary,Pasture,,30/04/2024,False,
350,350,"Herbs- Rosemary, Sage, Thyme, Parsley, Mint, Oregano, Marjoram, Lemon Balm, Fennel, Lemon Sorrel.",442,Vanya Allison Maw,Primary,Cropping,,30/04/2024,False,
351,351,"Vegetables- Salad Greens, Artichokes, Yams, Potatoes, Brassicas",442,Vanya Allison Maw,Primary,Cropping,,30/04/2024,False,
352,352,"Nuts- Walnuts, Hazelnuts, Almond, Chestnuts, Pinenuts",442,Vanya Allison Maw,Primary,Orchard,,30/04/2024,False,
353,353,Herbal Ley/Red Clover Hay,442,Vanya Allison Maw,Primary,Pasture,,30/04/2024,False,
354,354,Marrowfat Peas,442,Vanya Allison Maw,Primary,Cropping,,30/04/2024,False,
355,355,"Fruit-Apples, Pears, Plums, Nectarines, Peaches, Grapes, Figs, Quinces",442,Vanya Allison Maw,Primary,Orchard,,30/04/2024,False,
356,356,"Export of Organic Manuka Honey Sachets, 5g Sachets Honey Products",450,TranzAlpine Organics Ltd,Non-Primary,Exporter,,31/03/2024,False,
357,357,"Export of Throat Spray, Throat Syrup",450,TranzAlpine Organics Ltd,Non-Primary,Exporter,,31/03/2024,False,
358,358,"Export of Honey with Propolis, NZ Bush Honey, Honeydew, Clover Honey, Rata Honey, Kamahi Honey, Chunky Bush Honey",450,TranzAlpine Organics Ltd,Non-Primary,Exporter,,31/03/2024,False,
359,359,"Export of Manuka Honey, Manuka Multifloral Honey, Kanuka Honey",450,TranzAlpine Organics Ltd,Non-Primary,Exporter,,31/03/2024,False,
360,360,Export of Honey & Ginger,450,TranzAlpine Organics Ltd,Non-Primary,Exporter,,31/03/2024,False,
361,361,Export of Honey & Turmeric,450,TranzAlpine Organics Ltd,Non-Primary,Exporter,,31/03/2024,False,
362,362,Export of Beeswax,450,TranzAlpine Organics Ltd,Non-Primary,Exporter,,31/03/2024,False,
363,363,"Throat Spray, Throat Syrup",450,TranzAlpine Organics Ltd,Non-Primary,Processing,,31/03/2024,False,
364,364,Honey with Propolis,450,TranzAlpine Organics Ltd,Non-Primary,Processing,,31/03/2024,False,
365,365,Honey & Cacao,450,TranzAlpine Organics Ltd,Non-Primary,Processing,,31/03/2024,False,
366,366,Honey & Ginger,450,TranzAlpine Organics Ltd,Non-Primary,Processing,,31/03/2024,False,
367,367,Packing of Honey,450,TranzAlpine Organics Ltd,Non-Primary,Processing,,31/03/2024,False,
368,368,"Export of Comb Honey, Raw Propolis",450,TranzAlpine Organics Ltd,Non-Primary,Exporter,,31/03/2024,False,
369,369,Export of Honey & Lavender,450,TranzAlpine Organics Ltd,Non-Primary,Exporter,,31/03/2024,False,
370,370,Export of Honey & Cacao,450,TranzAlpine Organics Ltd,Non-Primary,Exporter,,31/03/2024,False,
371,371,"Export of Propolis Tincture 20%, Propolis Tincture 35%, Propolis Paste",450,TranzAlpine Organics Ltd,Non-Primary,Exporter,,31/03/2024,False,
372,372,"Packing of Comb Honey, Raw Propolis, Beeswax",450,TranzAlpine Organics Ltd,Non-Primary,Processing,,31/03/2024,False,
373,373,Honey & Lavender,450,TranzAlpine Organics Ltd,Non-Primary,Processing,,31/03/2024,False,
374,374,Honey & Turmeric,450,TranzAlpine Organics Ltd,Non-Primary,Processing,,31/03/2024,False,
375,375,"Propolis Tincture 20%, Propolis Tincture 30%",450,TranzAlpine Organics Ltd,Non-Primary,Processing,,31/03/2024,False,
376,376,Manuka Honey Lozenges,450,TranzAlpine Organics Ltd,Non-Primary,Processing,,31/03/2024,False,
377,377,Beeswax Candles,450,TranzAlpine Organics Ltd,Non-Primary,Processing,,31/03/2024,False,
378,378,Clover Honey,450,TranzAlpine Organics Ltd,Primary,Apiary,,31/03/2024,False,
379,379,Kanuka Honey,450,TranzAlpine Organics Ltd,Primary,Apiary,,31/03/2024,False,
380,380,Chunky Bush Honey,450,TranzAlpine Organics Ltd,Primary,Apiary,,31/03/2024,False,
381,381,Honeydew,450,TranzAlpine Organics Ltd,Primary,Apiary,,31/03/2024,False,
382,382,Comb Honey,450,TranzAlpine Organics Ltd,Primary,Apiary,,31/03/2024,False,
383,383,Manuka Multifloral Honey,450,TranzAlpine Organics Ltd,Primary,Apiary,,31/03/2024,False,
384,384,Kamahi Honey,450,TranzAlpine Organics Ltd,Primary,Apiary,,31/03/2024,False,
385,385,Manuka Honey,450,TranzAlpine Organics Ltd,Primary,Apiary,,31/03/2024,False,
386,386,Rata Honey,450,TranzAlpine Organics Ltd,Primary,Apiary,,31/03/2024,False,
387,387,Raw Propolis,450,TranzAlpine Organics Ltd,Primary,Apiary,,31/03/2024,False,
388,388,NZ Bush Honey,450,TranzAlpine Organics Ltd,Primary,Apiary,,31/03/2024,False,
389,389,Sheep,462,Mountain Top Mandarins,Primary,Livestock,,31/07/2023,False,
390,390,Pasture,462,Mountain Top Mandarins,Primary,Pasture,,31/07/2023,False,
391,391,Mandarin,462,Mountain Top Mandarins,Primary,Orchard,Mandarin,31/07/2023,False,
392,392,Kiwifruit,469,Rex and Jacqui Ake,Primary,Orchard,Hayward,31/01/2024,False,
393,393,Organic Apple and Pear Juice,484,The Better Drinks Co. Ltd,Non-Primary,Processing,,31/10/2023,False,
394,394,"Organic Apple, Orange & Mango Juice",484,The Better Drinks Co. Ltd,Non-Primary,Processing,,31/10/2023,False,
395,395,Organic Apple Mango & Passionfruit Juice,484,The Better Drinks Co. Ltd,Non-Primary,Processing,,31/10/2023,False,
396,396,Organic Apple & Blackcurrant Juice,484,The Better Drinks Co. Ltd,Non-Primary,Processing,,31/10/2023,False,
397,397,Organic Apple & Feijoa Juice,484,The Better Drinks Co. Ltd,Non-Primary,Processing,,31/10/2023,False,
398,398,"Organic Apple, Peach & Raspberry Juice",484,The Better Drinks Co. Ltd,Non-Primary,Processing,,31/10/2023,False,
399,399,Organic Apple & Guava Juice,484,The Better Drinks Co. Ltd,Non-Primary,Processing,,31/10/2023,False,
400,400,Organic Sparkling Apple juice drink,484,The Better Drinks Co. Ltd,Non-Primary,Processing,,31/10/2023,False,
401,401,Organic Sparkling White Grape Juice Drink,484,The Better Drinks Co. Ltd,Non-Primary,Processing,,31/10/2023,False,
402,402,Export of Phoenix still and sparkling beverages,484,The Better Drinks Co. Ltd,Non-Primary,Exporter,,31/10/2023,False,
403,403,Contract Manufacturing and Packing of Organic Brewed Ginger Extract for Better Drinks,484,The Better Drinks Co. Ltd,Non-Primary,Contracted Operator,,31/10/2023,False,
404,404,"Kiwifruit - Top Block 1, 2, 2a, 2b, 3",485,Doug McLeod,Primary,Orchard,Hayward,31/01/2024,False,
405,405,"Kiwifruit - Bottom Block 4, 5a, 5b",485,Doug McLeod,Primary,Orchard,Hayward,31/01/2024,False,
406,406,Pasteurising and Bottling of organic Blueberry and Blueberry & Apple Juice for Monavale Blueberries,511,Monavale Blueberries Ltd,Non-Primary,Simple Contractor Operator,,31/07/2023,False,
407,407,Blueberries 125g,511,Monavale Blueberries Ltd,Non-Primary,Brand Owner,,31/07/2023,False,
408,408,Freeze Dried Blueberry Powder,511,Monavale Blueberries Ltd,Non-Primary,Processing,,31/07/2023,False,
409,409,"Blueberry Juice ""Pressed Organic Blueberries"" - 200ml, 500ml bottles",511,Monavale Blueberries Ltd,Non-Primary,Processing,,31/07/2023,False,
410,410,Pressing of certified organic Blueberry Juice and Wine,511,Monavale Blueberries Ltd,Non-Primary,Packing Service,,31/07/2023,False,
411,411,"Blueberry Apple Blended Juice ""Blue Juice"" - 250mL",511,Monavale Blueberries Ltd,Non-Primary,Processing,,31/07/2023,False,
412,412,Frozen Blueberries,511,Monavale Blueberries Ltd,Non-Primary,Processing,,31/07/2023,False,
413,413,Organic Blueberry Wine,511,Monavale Blueberries Ltd,Non-Primary,Processing,,31/07/2023,False,
414,414,"Organic Blueberry: Spread, Jam, Chutney, Salad Dressing, Sauce",511,Monavale Blueberries Ltd,Non-Primary,Processing,,31/07/2023,False,
415,415,Organic Raspberry Jam,511,Monavale Blueberries Ltd,Non-Primary,Processing,,31/07/2023,False,
416,416,Organic Blueberry Sorbet,511,Monavale Blueberries Ltd,Non-Primary,Processing,,31/07/2023,False,
417,417,Organic Blueberry Icecream,511,Monavale Blueberries Ltd,Non-Primary,Processing,,31/07/2023,False,
418,418,Packing of certified organic Blueberries,511,Monavale Blueberries Ltd,Non-Primary,Packing Service,,31/07/2023,False,
419,419,"Processing of certified organic jams, spreads, chutneys and sauce",511,Monavale Blueberries Ltd,Non-Primary,Processing,,31/07/2023,False,
420,420,"Blueberries, Lemons, Oranges",511,Monavale Blueberries Ltd,Primary,Cropping,,31/07/2023,False,
421,421,"Raspberries, Plums",511,Monavale Blueberries Ltd,Primary,Cropping,,31/07/2023,False,
422,422,Avocados,524,Jane Cook,Primary,Orchard,Hass,29/02/2024,False,
423,423,Kiwifruit,524,Jane Cook,Primary,Orchard,Hayward,29/02/2024,False,
424,424,Sheep,525,Karetu Farm Partnership,Primary,Livestock,,31/05/2023,False,
425,425,Greasy wool,525,Karetu Farm Partnership,Primary,Livestock,,31/05/2023,False,
426,426,Baleage,525,Karetu Farm Partnership,Primary,Cropping,,31/05/2023,False,
427,427,Beef Cattle- Born after 2018,525,Karetu Farm Partnership,Primary,Livestock,,31/05/2023,False,
428,428,Pasture,525,Karetu Farm Partnership,Primary,Pasture,,31/05/2023,False,
429,429,"Wheat, Wheat Straw",525,Karetu Farm Partnership,Primary,Cropping,Straw,31/05/2023,False,
430,430,Lambs,525,Karetu Farm Partnership,Primary,Livestock,,31/05/2023,False,
431,431,Hay,525,Karetu Farm Partnership,Primary,Pasture,,31/05/2023,False,
432,432,Dairy grazing,525,Karetu Farm Partnership,Primary,Pasture,,31/05/2023,False,
433,433,Kiwifruit - Block 1,527,Keating Orchard,Primary,Orchard,G3,29/02/2024,False,
434,434,Kiwifruit - Block C,527,Keating Orchard,Primary,Orchard,Hayward,29/02/2024,False,
435,435,Kiwifruit - Block B,527,Keating Orchard,Primary,Orchard,Hayward,29/02/2024,False,
436,436,Blueberries,530,Lawson's Organic Farms Ltd - True Earth,Primary,Cropping,,31/07/2023,False,
437,437,"Lucerne, Soya Bean",530,Lawson's Organic Farms Ltd - True Earth,Primary,Cropping,,31/07/2023,False,
438,438,"Kiwifruit - Blocks F, G, I, J, K1, K2, L",549,Graeme Crawshaw & Jill Hamlyn,Primary,Orchard,G3,29/02/2024,False,
439,439,"Kiwifruit - Blocks D, E, H",549,Graeme Crawshaw & Jill Hamlyn,Primary,Orchard,G3,29/02/2024,False,
440,440,Development Block C1,549,Graeme Crawshaw & Jill Hamlyn,Primary,Orchard,,29/02/2024,False,
441,441,Kiwifruit - Block A2,549,Graeme Crawshaw & Jill Hamlyn,Primary,Orchard,G3,29/02/2024,False,
442,442,"Kiwifruit - Blocks B, C",549,Graeme Crawshaw & Jill Hamlyn,Primary,Orchard,G3,29/02/2024,False,
443,443,Kiwifruit - Block A,549,Graeme Crawshaw & Jill Hamlyn,Primary,Orchard,G3,29/02/2024,False,
444,444,Hay,557,Adrian and Matthew White,Primary,Pasture,,31/03/2024,False,
445,445,Pasture,557,Adrian and Matthew White,Primary,Pasture,,31/03/2024,False,
446,446,Baleage,557,Adrian and Matthew White,Primary,Cropping,,31/03/2024,False,
447,447,Dairy Grazing,557,Adrian and Matthew White,Primary,Pasture,,31/03/2024,False,
448,448,Kiwifruit,558,David and Wendy Watson,Primary,Orchard,Hayward,31/01/2024,False,
449,449,Kiwifruit,558,David and Wendy Watson,Primary,Orchard,G3,31/01/2024,False,
450,450,Dairy Cows,560,Mingiroa Farm Ltd,Primary,Dairy,,31/10/2023,False,
451,451,Milk,560,Mingiroa Farm Ltd,Primary,Dairy,,31/10/2023,False,
452,452,Figs,560,Mingiroa Farm Ltd,Primary,Orchard,,31/10/2023,False,
453,453,Garlic,560,Mingiroa Farm Ltd,Primary,Cropping,,31/10/2023,False,
454,454,"Pasture - Run Off, Leased Block, House Paddock",560,Mingiroa Farm Ltd,Primary,Pasture,,31/10/2023,False,
455,455,Asparagus,560,Mingiroa Farm Ltd,Primary,Cropping,,31/10/2023,False,
456,456,Feijoas,560,Mingiroa Farm Ltd,Primary,Orchard,,31/10/2023,False,
457,457,Plums,560,Mingiroa Farm Ltd,Primary,Orchard,,31/10/2023,False,
458,458,Quince,560,Mingiroa Farm Ltd,Primary,Orchard,,31/10/2023,False,
459,459,Apples,560,Mingiroa Farm Ltd,Primary,Orchard,,31/10/2023,False,
460,460,Brassicas,560,Mingiroa Farm Ltd,Primary,Cropping,,31/10/2023,False,
461,461,Sweet Corn,560,Mingiroa Farm Ltd,Primary,Cropping,,31/10/2023,False,
462,462,Pasture,560,Mingiroa Farm Ltd,Primary,Pasture,,31/10/2023,False,
463,463,Artichoke,560,Mingiroa Farm Ltd,Primary,Cropping,,31/10/2023,False,
464,464,Peaches,560,Mingiroa Farm Ltd,Primary,Orchard,,31/10/2023,False,
465,465,Potatoes,560,Mingiroa Farm Ltd,Primary,Cropping,,31/10/2023,False,
466,466,Pumpkin,560,Mingiroa Farm Ltd,Primary,Cropping,,31/10/2023,False,
467,467,Coolstorage of BioGro certified Avocados,563,Apata Group Ltd,Non-Primary,Service,,31/03/2024,False,
468,468,"Harvesting, Packing, Transport and Coolstorage of BioGro certified Kiwifruit",563,Apata Group Ltd,Non-Primary,Packing Service,,31/03/2024,False,
469,469,Coolstorage of BioGro certified Kiwifruit,563,Apata Group Ltd,Non-Primary,Service,,31/03/2024,False,
470,470,"Harvesting, Packing, Transport and Coolstorage of BioGro certified Avocados",563,Apata Group Ltd,Non-Primary,Packing Service,,31/03/2024,False,
471,471,Pasture,571,Willowmere Organic Farms,Primary,Pasture,,31/05/2023,False,
472,472,Baleage,571,Willowmere Organic Farms,Primary,Cropping,,31/05/2023,False,
473,473,Greasy Wool,571,Willowmere Organic Farms,Primary,Livestock,,31/05/2023,False,
474,474,Wheat,571,Willowmere Organic Farms,Primary,Cropping,,31/05/2023,False,
475,475,Barley,571,Willowmere Organic Farms,Primary,Cropping,,31/05/2023,False,
476,476,Broccoli,571,Willowmere Organic Farms,Primary,Cropping,,31/05/2023,False,
477,477,Potatoes,571,Willowmere Organic Farms,Primary,Cropping,,31/05/2023,False,
478,478,Onions,571,Willowmere Organic Farms,Primary,Cropping,,31/05/2023,False,
